team,waiver_or_free,waiver_gw,next_gw,player_in,player_in_pts,player_out,player_out_pts,net_pts
Tension nae leni FC,w,27,28,Hermansen,0,Lammens,2,-2
Watermelon FC,w,27,28,Szoboszlai,4,Cunha,5,-1
Tension nae leni FC,w,27,28,Konsa,1,Digne,2,-1
Cant win fc,f,27,28,Maatsen,1,Richards,1,0
Tension nae leni FC,f,27,28,Wharton,2,M.Fernandes,2,0
Tension nae leni FC,w,27,28,Brobbey,0,G.Jesus,0,0
Cant win fc,f,27,28,Fofana,0,Cucurella,0,0
Cant win fc,w,27,28,Gordon,2,Trossard,1,1
Lulli XI,w,27,28,Barnes,1,Bruno G.,0,1
Cant win fc,w,27,28,Hume,2,Aina,1,1
Tension nae leni FC,w,27,28,Hill,2,Dalot,1,1
Tension nae leni FC,f,27,28,Alderete,4,Diouf,3,1
Tension nae leni FC,w,27,28,Mainoo,2,Ødegaard,0,2
Tension nae leni FC,w,27,28,Diouf,3,Kerkez,1,2
bend it like rice,w,27,28,Gravenberch,5,Madueke,0,5
Watermelon FC,w,27,28,Taty,7,Calvert-Lewin,2,5
Watermelon FC,w,27,28,James,6,Gusto,1,5
Watermelon FC,f,27,28,Schade,7,Foden,0,7
bend it like rice,w,27,28,Aït-Nouri,11,Cash,0,11
